ID,Parameter_ID,Name,Description,Ordinal
DLB28-3,DLB28,Some people,,3
DLB28-4,DLB28,Few people,,4
DLB28-5,DLB28,Practically no one,,5
DLB28-B,DLB28,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLB29-1,DLB29,Influence is practically always exerted,,1
DLB29-2,DLB29,Influence is very much exerted,,2
DLB29-3,DLB29,Influence is somewhat exerted,,3
DLB29-4,DLB29,Influence is exerted very little,,4
DLB29-5,DLB29,Influence is practically never exerted,,5
DLB29-B,DLB29,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLB30-yes,DLB30,Yes,,
DLB30-no,DLB30,No,,
DLB30-B,DLB30,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLB31-1,DLB31,Always,,1
DLB31-2,DLB31,Sometimes,,2
DLB31-3,DLB31,As much as unmonitored speech,,3
DLB31-4,DLB31,Rarely,,4
DLB31-5,DLB31,Never,,5
DLB31-B,DLB31,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLB32-1,DLB32,The Focus Group language,,
DLB32-2,DLB32,The Neighbour Group language,,
DLB32-3,DLB32,Some other language,,
DLB32-4,DLB32,This is highly contextual,,
DLB32-B,DLB32,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLB97-1,DLB97,Impressions from my own fieldwork with the exact or related community,,
DLB97-2,DLB97,Reports from language consultants,,
DLB97-3,DLB97,Published or ongoing research project of my own on topics covered in this questionnaire,,
DLB97-4,DLB97,Published material by linguists,,
DLB97-5,DLB97,Published materials by other researchers in other fields,,
DLB97-6,DLB97,Other,,
DLB97-B,DLB97,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLB98-1,DLB98,Very certain,,1
DLB98-2,DLB98,Certain,,2
DLB98-3,DLB98,Somewhat certain,,3
DLB98-4,DLB98,Uncertain,,4
DLB98-5,DLB98,Very uncertain,,5
DLB98-B,DLB98,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC00-yes,DLC00,Yes,,
DLC00-no,DLC00,No,,
DLC00-B,DLC00,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC02-1,DLC02,Nuclear Family,,
DLC02-2,DLC02,Band,,
DLC02-3,DLC02,Neighbourhood or village,,
DLC02-4,DLC02,Town or city,,
DLC02-5,DLC02,Other,,
DLC02-B,DLC02,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC03_DLC03-1-yes,DLC03_DLC03-1,Yes,,
DLC03_DLC03-1-no,DLC03_DLC03-1,No,,
DLC03_DLC03-1-B,DLC03_DLC03-1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC03_DLC03-2-yes,DLC03_DLC03-2,Yes,,
DLC03_DLC03-2-no,DLC03_DLC03-2,No,,
DLC03_DLC03-2-B,DLC03_DLC03-2,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC03_DLC03-3-yes,DLC03_DLC03-3,Yes,,
DLC03_DLC03-3-no,DLC03_DLC03-3,No,,
DLC03_DLC03-3-B,DLC03_DLC03-3,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC03_DLC03-4-yes,DLC03_DLC03-4,Yes,,
DLC03_DLC03-4-no,DLC03_DLC03-4,No,,
DLC03_DLC03-4-B,DLC03_DLC03-4,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC04-1,DLC04,The Focus Group language,,
DLC04-2,DLC04,The Neighbour Group language,,
DLC04-3,DLC04,Some other language,,
DLC04-4,DLC04,This is highly contextual,,
DLC04-B,DLC04,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC05-1,DLC05,Very proximate to each other,,1
DLC05-2,DLC05,Proximate to each other,,2
DLC05-3,DLC05,Somewhat proximate to each other,,3
DLC05-4,DLC05,Far from each other,,4
DLC05-5,DLC05,Very far from each other,,5
DLC05-B,DLC05,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC09-1,DLC09,The Focus Group language,,
DLC09-2,DLC09,The Neighbour Group language,,
DLC09-3,DLC09,Some other language,,
DLC09-4,DLC09,This is highly contextual,,
DLC09-B,DLC09,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC10-1,DLC10,Very well,,1
DLC10-2,DLC10,Well,,2
DLC10-3,DLC10,Somewhat,,3
DLC10-4,DLC10,Poorly,,4
DLC10-5,DLC10,Very poorly,,5
DLC10-B,DLC10,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC11-1,DLC11,The Focus Group language,,
DLC11-2,DLC11,The Neighbour Group language,,
DLC11-3,DLC11,Some other language,,
DLC11-4,DLC11,This is highly contextual,,
DLC11-B,DLC11,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC12-1,DLC12,Yes,,
DLC12-2,DLC12,No,,
DLC12-3,DLC12,This is highly contextual,,
DLC12-B,DLC12,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC13-1,DLC13,Very fluently,,1
DLC13-2,DLC13,Fluently,,2
DLC13-3,DLC13,Somewhat fluently,,3
DLC13-4,DLC13,A little fluently,,4
DLC13-5,DLC13,Not fluently at all,,5
DLC13-B,DLC13,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC14-1,DLC14,Friendly,,1
DLC14-2,DLC14,Somewhat friendly,,2
DLC14-3,DLC14,Neutral,,3
DLC14-4,DLC14,Somewhat hostile,,4
DLC14-5,DLC14,Hostile,,5
DLC14-B,DLC14,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC15-1,DLC15,Interactions are practically always under 5 people,,1
DLC15-2,DLC15,Interactions are often under 5 people,,2
DLC15-3,DLC15,Interactions are sometimes under 5 people,,3
DLC15-4,DLC15,Interactions are rarely under 5 people,,4
DLC15-5,DLC15,Interactions are practically never under 5 people,,5
DLC15-B,DLC15,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC16-1,DLC16,Very often,,1
DLC16-2,DLC16,Often,,2
DLC16-3,DLC16,Sometimes,,3
DLC16-4,DLC16,Rarely,,4
DLC16-5,DLC16,Very rarely,,5
DLC16-B,DLC16,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC18-1,DLC18,Very positive,,1
DLC18-2,DLC18,Positive,,2
DLC18-3,DLC18,Neutral,,3
DLC18-4,DLC18,Negative,,4
DLC18-5,DLC18,Very negative,,5
DLC18-B,DLC18,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC19-1,DLC19,Focus Group see themselves as very superior to Neighbour Group,,1
DLC19-2,DLC19,Focus Group see themselves as superior to Neighbour Group,,2
DLC19-3,DLC19,Focus Group see themselves as neither superior nor inferior to Neighbour Group,,3
DLC19-4,DLC19,Focus Group see themselves as inferior to Neighbour Group,,4
DLC19-5,DLC19,Focus Group see themselves as very inferior to Neighbour Group,,5
DLC19-B,DLC19,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC20-1,DLC20,Constant supervision,,1
DLC20-2,DLC20,A lot of supervision,,2
DLC20-3,DLC20,Some supervision,,3
DLC20-4,DLC20,Little supervision,,4
DLC20-5,DLC20,Almost no structured supervision at all,,5
DLC20-B,DLC20,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC21-1,DLC21,The Focus Group language,,
DLC21-2,DLC21,The Neighbour Group language,,
DLC21-3,DLC21,Some other language,,
DLC21-4,DLC21,This is highly contextual,,
DLC21-B,DLC21,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC22-1,DLC22,The Focus Group language,,
DLC22-2,DLC22,The Neighbour Group language,,
DLC22-3,DLC22,Some other language,,
DLC22-4,DLC22,This is highly contextual,,
DLC22-B,DLC22,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC23-1,DLC23,Focus Group children do not interact with Neighbour Group children],,
DLC23-2,DLC23,The Focus Group language,,
DLC23-3,DLC23,The Neighbour Group language,,
DLC23-4,DLC23,Some other language,,
DLC23-5,DLC23,This is highly contextual,,
DLC23-B,DLC23,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC25_DLC25-1-yes,DLC25_DLC25-1,Yes,,
DLC25_DLC25-1-no,DLC25_DLC25-1,No,,
DLC25_DLC25-1-B,DLC25_DLC25-1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC25_DLC25-2-yes,DLC25_DLC25-2,Yes,,
DLC25_DLC25-2-no,DLC25_DLC25-2,No,,
DLC25_DLC25-2-B,DLC25_DLC25-2,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC25_DLC25-3-yes,DLC25_DLC25-3,Yes,,
DLC25_DLC25-3-no,DLC25_DLC25-3,No,,
DLC25_DLC25-3-B,DLC25_DLC25-3,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC25_DLC25-4-yes,DLC25_DLC25-4,Yes,,
DLC25_DLC25-4-no,DLC25_DLC25-4,No,,
DLC25_DLC25-4-B,DLC25_DLC25-4,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC25_DLC25-5-yes,DLC25_DLC25-5,Yes,,
DLC25_DLC25-5-no,DLC25_DLC25-5,No,,
DLC25_DLC25-5-B,DLC25_DLC25-5,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC25_DLC25-6-yes,DLC25_DLC25-6,Yes,,
DLC25_DLC25-6-no,DLC25_DLC25-6,No,,
DLC25_DLC25-6-B,DLC25_DLC25-6,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC25_DLC25-7-yes,DLC25_DLC25-7,Yes,,
DLC25_DLC25-7-no,DLC25_DLC25-7,No,,
DLC25_DLC25-7-B,DLC25_DLC25-7,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC25_DLC25-8-yes,DLC25_DLC25-8,Yes,,
DLC25_DLC25-8-no,DLC25_DLC25-8,No,,
DLC25_DLC25-8-B,DLC25_DLC25-8,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC25_DLC25-9-yes,DLC25_DLC25-9,Yes,,
DLC25_DLC25-9-no,DLC25_DLC25-9,No,,
DLC25_DLC25-9-B,DLC25_DLC25-9,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC27-1,DLC27,Influence is practically always exerted,,1
DLC27-2,DLC27,Influence is very much exerted,,2
DLC27-3,DLC27,Influence is somewhat exerted,,3
DLC27-4,DLC27,Influence is exerted very little,,4
DLC27-5,DLC27,Influence is practically never exerted,,5
DLC27-B,DLC27,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC28-1,DLC28,At places which belong to the Focus Group,,
DLC28-2,DLC28,At places which belong to the Neighbour Group,,
DLC28-3,DLC28,At places which belong to some other group,,
DLC28-4,DLC28,This is highly contextual,,
DLC28-B,DLC28,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC29-yes,DLC29,Yes,,
DLC29-no,DLC29,No,,
DLC29-B,DLC29,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC31-1,DLC31,They practically always participate,,1
DLC31-2,DLC31,They participate a lot,,2
DLC31-3,DLC31,They participate somewhat,,3
DLC31-4,DLC31,They participate a little,,4
DLC31-5,DLC31,They practically never participate,,5
DLC31-B,DLC31,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC32-1,DLC32,Almost everyone,,1
DLC32-2,DLC32,Many people,,2
DLC32-3,DLC32,Some people,,3
DLC32-4,DLC32,Few people,,4
DLC32-5,DLC32,Practically no one,,5
DLC32-B,DLC32,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC33-1,DLC33,Almost everyone,,1
DLC33-2,DLC33,Many people,,2
DLC33-3,DLC33,Some people,,3
DLC33-4,DLC33,Few people,,4
DLC33-5,DLC33,Practically no one,,5
DLC33-B,DLC33,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC97-1,DLC97,Impressions from my own fieldwork with the exact or related community,,
DLC97-2,DLC97,Reports from language consultants,,
DLC97-3,DLC97,Published or ongoing research project of my own on topics covered in this questionnaire,,
DLC97-4,DLC97,Published material by linguists,,
DLC97-5,DLC97,Published materials by other researchers in other fields,,
DLC97-6,DLC97,Other,,
DLC97-B,DLC97,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DLC98-1,DLC98,Very certain,,1
DLC98-2,DLC98,Certain,,2
DLC98-3,DLC98,Somewhat certain,,3
DLC98-4,DLC98,Uncertain,,4
DLC98-5,DLC98,Very uncertain,,5
DLC98-B,DLC98,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR00-yes,DTR00,Yes,,
DTR00-no,DTR00,No,,
DTR00-B,DTR00,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR02_DTR02-1-yes,DTR02_DTR02-1,Yes,,
DTR02_DTR02-1-no,DTR02_DTR02-1,No,,
DTR02_DTR02-1-B,DTR02_DTR02-1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR02_DTR02-2-yes,DTR02_DTR02-2,Yes,,
DTR02_DTR02-2-no,DTR02_DTR02-2,No,,
DTR02_DTR02-2-B,DTR02_DTR02-2,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR02_DTR02-3-yes,DTR02_DTR02-3,Yes,,
DTR02_DTR02-3-no,DTR02_DTR02-3,No,,
DTR02_DTR02-3-B,DTR02_DTR02-3,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR02_DTR02-4-yes,DTR02_DTR02-4,Yes,,
DTR02_DTR02-4-no,DTR02_DTR02-4,No,,
DTR02_DTR02-4-B,DTR02_DTR02-4,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR02_DTR02-5-yes,DTR02_DTR02-5,Yes,,
DTR02_DTR02-5-no,DTR02_DTR02-5,No,,
DTR02_DTR02-5-B,DTR02_DTR02-5,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR02_DTR02-6-yes,DTR02_DTR02-6,Yes,,
DTR02_DTR02-6-no,DTR02_DTR02-6,No,,
DTR02_DTR02-6-B,DTR02_DTR02-6,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR03_DTR03-1-yes,DTR03_DTR03-1,Yes,,
DTR03_DTR03-1-no,DTR03_DTR03-1,No,,
DTR03_DTR03-1-B,DTR03_DTR03-1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR03_DTR03-2-yes,DTR03_DTR03-2,Yes,,
DTR03_DTR03-2-no,DTR03_DTR03-2,No,,
DTR03_DTR03-2-B,DTR03_DTR03-2,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR03_DTR03-3-yes,DTR03_DTR03-3,Yes,,
DTR03_DTR03-3-no,DTR03_DTR03-3,No,,
DTR03_DTR03-3-B,DTR03_DTR03-3,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR03_DTR03-4-yes,DTR03_DTR03-4,Yes,,
DTR03_DTR03-4-no,DTR03_DTR03-4,No,,
DTR03_DTR03-4-B,DTR03_DTR03-4,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR03_DTR03-5-yes,DTR03_DTR03-5,Yes,,
DTR03_DTR03-5-no,DTR03_DTR03-5,No,,
DTR03_DTR03-5-B,DTR03_DTR03-5,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR03_DTR03-6-yes,DTR03_DTR03-6,Yes,,
DTR03_DTR03-6-no,DTR03_DTR03-6,No,,
DTR03_DTR03-6-B,DTR03_DTR03-6,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR03_DTR03-7-yes,DTR03_DTR03-7,Yes,,
DTR03_DTR03-7-no,DTR03_DTR03-7,No,,
DTR03_DTR03-7-B,DTR03_DTR03-7,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR03_DTR03-8-yes,DTR03_DTR03-8,Yes,,
DTR03_DTR03-8-no,DTR03_DTR03-8,No,,
DTR03_DTR03-8-B,DTR03_DTR03-8,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR03_DTR03-9-yes,DTR03_DTR03-9,Yes,,
DTR03_DTR03-9-no,DTR03_DTR03-9,No,,
DTR03_DTR03-9-B,DTR03_DTR03-9,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR06-1,DTR06,At places which belong to the Focus Group,,
DTR06-2,DTR06,At places which belong to the Neighbour Group,,
DTR06-3,DTR06,At places which belong to some other group,,
DTR06-4,DTR06,This is highly contextual,,
DTR06-B,DTR06,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR08-1,DTR08,The Focus Group language,,
DTR08-2,DTR08,The Neighbour Group language,,
DTR08-3,DTR08,Some other language,,
DTR08-4,DTR08,This is highly contextual,,
DTR08-B,DTR08,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR09-1,DTR09,The Focus Group language,,
DTR09-2,DTR09,The Neighbour Group language,,
DTR09-3,DTR09,Some other language,,
DTR09-4,DTR09,This is highly contextual,,
DTR09-B,DTR09,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR10-1,DTR10,Very well,,1
DTR10-2,DTR10,Well,,2
DTR10-3,DTR10,Somewhat,,3
DTR10-4,DTR10,Poorly,,4
DTR10-5,DTR10,Very poorly,,5
DTR10-B,DTR10,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR11-1,DTR11,The Focus Group language,,
DTR11-2,DTR11,The Neighbour Group language,,
DTR11-3,DTR11,Some other language,,
DTR11-4,DTR11,This is highly contextual,,
DTR11-B,DTR11,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR12-1,DTR12,Yes,,
DTR12-2,DTR12,No,,
DTR12-3,DTR12,This is highly contextual,,
DTR12-B,DTR12,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR13-1,DTR13,Very fluently,,1
DTR13-2,DTR13,Fluently,,2
DTR13-3,DTR13,Somewhat fluently,,3
DTR13-4,DTR13,A little fluently,,4
DTR13-5,DTR13,Not fluently at all,,5
DTR13-B,DTR13,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR14-1,DTR14,Very often,,1
DTR14-2,DTR14,Often,,2
DTR14-3,DTR14,Sometimes,,3
DTR14-4,DTR14,Rarely,,4
DTR14-5,DTR14,Very rarely,,5
DTR14-B,DTR14,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR16-1,DTR16,Very positive,,1
DTR16-2,DTR16,Positive,,2
DTR16-3,DTR16,Neutral,,3
DTR16-4,DTR16,Negative,,4
DTR16-5,DTR16,Very negative,,5
DTR16-B,DTR16,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR17-1,DTR17,Influence is practically always exerted,,1
DTR17-2,DTR17,Influence is very much exerted,,2
DTR17-3,DTR17,Influence is somewhat exerted,,3
DTR17-4,DTR17,Influence is exerted very little,,4
DTR17-5,DTR17,Influence is practically never exerted,,5
DTR17-B,DTR17,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR18-1,DTR18,They practically always participate,,1
DTR18-2,DTR18,They participate a lot,,2
DTR18-3,DTR18,They participate somewhat,,3
DTR18-4,DTR18,They participate a little,,4
DTR18-5,DTR18,They practically never participate,,5
DTR18-B,DTR18,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR19-1,DTR19,The Focus Group language,,
DTR19-2,DTR19,The Neighbour Group language,,
DTR19-3,DTR19,Some other language,,
DTR19-4,DTR19,This is highly contextual,,
DTR19-B,DTR19,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR20-1,DTR20,The Focus Group language,,
DTR20-2,DTR20,The Neighbour Group language,,
DTR20-3,DTR20,Some other language,,
DTR20-4,DTR20,This is highly contextual,,
DTR20-B,DTR20,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR22-1,DTR22,Interactions are practically always under 5 people,,1
DTR22-2,DTR22,Interactions are often under 5 people,,2
DTR22-3,DTR22,Interactions are sometimes under 5 people,,3
DTR22-4,DTR22,Interactions are rarely under 5 people,,4
DTR22-5,DTR22,Interactions are practically never under 5 people,,5
DTR22-B,DTR22,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR23-1,DTR23,Friendly,,1
DTR23-2,DTR23,Somewhat friendly,,2
DTR23-3,DTR23,Neutral,,3
DTR23-4,DTR23,Somewhat hostile,,4
DTR23-5,DTR23,Hostile,,5
DTR23-B,DTR23,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR24-1,DTR24,Use money,,
DTR24-2,DTR24,Exchange objects,,
DTR24-3,DTR24,This is contextual,,
DTR24-B,DTR24,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR27_DTR27-1-yes,DTR27_DTR27-1,Yes,,
DTR27_DTR27-1-no,DTR27_DTR27-1,No,,
DTR27_DTR27-1-B,DTR27_DTR27-1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR27_DTR27-2-yes,DTR27_DTR27-2,Yes,,
DTR27_DTR27-2-no,DTR27_DTR27-2,No,,
DTR27_DTR27-2-B,DTR27_DTR27-2,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR27_DTR27-3-yes,DTR27_DTR27-3,Yes,,
DTR27_DTR27-3-no,DTR27_DTR27-3,No,,
DTR27_DTR27-3-B,DTR27_DTR27-3,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR27_DTR27-4-yes,DTR27_DTR27-4,Yes,,
DTR27_DTR27-4-no,DTR27_DTR27-4,No,,
DTR27_DTR27-4-B,DTR27_DTR27-4,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR28-yes,DTR28,Yes,,
DTR28-no,DTR28,No,,
DTR28-B,DTR28,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR29-1,DTR29,Focus Group see themselves as very superior to Neighbour Group,,1
DTR29-2,DTR29,Focus Group see themselves as superior to Neighbour Group,,2
DTR29-3,DTR29,Focus Group see themselves as neither superior nor inferior to Neighbour Group,,3
DTR29-4,DTR29,Focus Group see themselves as inferior to Neighbour Group,,4
DTR29-5,DTR29,Focus Group see themselves as very inferior to Neighbour Group,,5
DTR29-B,DTR29,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR31-1,DTR31,Constant supervision,,1
DTR31-2,DTR31,A lot of supervision,,2
DTR31-3,DTR31,Some supervision,,3
DTR31-4,DTR31,Little supervision,,4
DTR31-5,DTR31,Almost no structured supervision at all,,5
DTR31-B,DTR31,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR32-yes,DTR32,Yes,,
DTR32-no,DTR32,No,,
DTR32-B,DTR32,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR33-1,DTR33,Almost everyone,,1
DTR33-2,DTR33,Many people,,2
DTR33-3,DTR33,Some people,,3
DTR33-4,DTR33,Few people,,4
DTR33-5,DTR33,Practically no one,,5
DTR33-B,DTR33,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR34-1,DTR34,Almost everyone,,1
DTR34-2,DTR34,Many people,,2
DTR34-3,DTR34,Some people,,3
DTR34-4,DTR34,Few people,,4
DTR34-5,DTR34,Practically no one,,5
DTR34-B,DTR34,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR35-1,DTR35,Always,,1
DTR35-2,DTR35,Sometimes,,2
DTR35-3,DTR35,As much as monitored speech,,3
DTR35-4,DTR35,Rarely,,4
DTR35-5,DTR35,Never,,5
DTR35-B,DTR35,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR36-1,DTR36,Very proximate to each other,,1
DTR36-2,DTR36,Proximate to each other,,2
DTR36-3,DTR36,Somewhat proximate to each other,,3
DTR36-4,DTR36,Far from each other,,4
DTR36-5,DTR36,Very far from each other,,5
DTR36-B,DTR36,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR37-1,DTR37,Focus Group children do not interact with Neighbour Group children,,
DTR37-2,DTR37,The Focus Group language,,
DTR37-3,DTR37,The Neighbour Group language,,
DTR37-4,DTR37,Some other language,,
DTR37-5,DTR37,This is highly contextual,,
DTR37-B,DTR37,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR97-1,DTR97,Impressions from my own fieldwork with the exact or related community,,
DTR97-2,DTR97,Reports from language consultants,,
DTR97-3,DTR97,Published or ongoing research project of my own on topics covered in this questionnaire,,
DTR97-4,DTR97,Published material by linguists,,
DTR97-5,DTR97,Published materials by other researchers in other fields,,
DTR97-6,DTR97,Other,,
DTR97-B,DTR97,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
DTR98-1,DTR98,Very certain,,1
DTR98-2,DTR98,Certain,,2
DTR98-3,DTR98,Somewhat certain,,3
DTR98-4,DTR98,Uncertain,,4
DTR98-5,DTR98,Very uncertain,,5
DTR98-B,DTR98,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
O10-1,O10,Very high,,1
O10-2,O10,High,,2
O10-3,O10,Neither low nor high,,3
O10-4,O10,Low,,4
O10-5,O10,Very low,,5
O10-B,O10,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OB1-yes,OB1,Yes,,
OB1-no,OB1,No,,
OB1-B,OB1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OC1-1,OC1,Very certain,,1
OC1-2,OC1,Certain,,2
OC1-3,OC1,Somewhat certain,,3
OC1-4,OC1,Uncertain,,4
OC1-5,OC1,Very uncertain,,5
OC1-B,OC1,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OC2-1,OC2,Very certain,,1
OC2-2,OC2,Certain,,2
OC2-3,OC2,Somewhat certain,,3
OC2-4,OC2,Uncertain,,4
OC2-5,OC2,Very uncertain,,5
OC2-B,OC2,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OC3-1,OC3,Very certain,,1
OC3-2,OC3,Certain,,2
OC3-3,OC3,Somewhat certain,,3
OC3-4,OC3,Uncertain,,4
OC3-5,OC3,Very uncertain,,5
OC3-B,OC3,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OC4-1,OC4,Very certain,,1
OC4-2,OC4,Certain,,2
OC4-3,OC4,Somewhat certain,,3
OC4-4,OC4,Uncertain,,4
OC4-5,OC4,Very uncertain,,5
OC4-B,OC4,B,"“blank”. The question is relevant to the domain in question, but the respondent chose not to answer the question.",
OC5-1,OC5,Very certain,,1
OC5-2,OC5,Certain,,2
OC5-3,OC5,Somewhat certain,,3
